Timestamp,open,high,low,close
2024-08-21 01:40:00,8794.55,8795.41,8793.61,8795.41
2024-08-21 01:40:00,8795.33,8795.5,8794.75,8794.8
2024-08-21 01:40:00,8794.71,8794.75,8793.3,8793.38
2024-08-21 01:40:00,8793.22,8793.22,8792.16,8792.83
2024-08-21 01:40:00,8793.03,8794.05,8792.67,8793.99
2024-08-21 01:40:00,8793.95,8794.05,8792.93,8793.04
2024-08-21 01:40:00,8793.05,8793.05,8791.77,8792.11
2024-08-21 01:40:00,8792.01,8792.66,8791.68,8791.9
2024-08-21 01:45:00,8792.08,8792.22,8791.84,8791.84
2024-08-21 01:45:00,8791.8,8792.58,8791.8,8792.06
2024-08-21 01:45:00,8791.92,8792.67,8791.84,8792.67
2024-08-21 01:45:00,8792.54,8792.64,8790.92,8791.04
2024-08-21 01:45:00,8791.15,8791.45,8790.91,8791.16
2024-08-21 01:45:00,8791.47,8791.98,8791.29,8791.49
2024-08-21 01:45:00,8791.65,8792.31,8791.03,8791.23
2024-08-21 01:45:00,8791.3,8791.91,8790.44,8790.59
2024-08-21 01:45:00,8790.73,8791.73,8790.46,8791.46
2024-08-21 01:45:00,8791.47,8792.09,8791.24,8792.09
2024-08-21 01:45:00,8792.1,8792.58,8792.1,8792.36
2024-08-21 01:50:00,8792.29,8792.62,8792.24,8792.42
2024-08-21 01:50:00,8792.43,8792.48,8792.31,8792.31
2024-08-21 01:50:00,8792.35,8792.55,8790.09,8790.18
2024-08-21 01:50:00,8789.96,8790.15,8789.28,8789.37
2024-08-21 01:50:00,8789.61,8790.28,8789.58,8789.6
2024-08-21 01:50:00,8789.74,8790.2,8789.56,8789.89
2024-08-21 01:50:00,8789.8,8790.3,8789.36,8790.3
2024-08-21 01:50:00,8790.2,8790.2,8789.11,8789.11
2024-08-21 01:50:00,8788.79,8788.79,8787.81,8788.19
2024-08-21 01:50:00,8788.16,8789.57,8788.16,8789.53
2024-08-21 01:55:00,8789.36,8789.36,8788.63,8788.63
2024-08-21 01:55:00,8788.45,8789.48,8788.15,8789.32
2024-08-21 01:55:00,8789.25,8790.27,8789.13,8790.25
2024-08-21 01:55:00,8790.06,8790.28,8789.16,8789.2
2024-08-21 01:55:00,8789.11,8789.28,8787.18,8787.46
2024-08-21 01:55:00,8787.73,8787.95,8786.94,8787.59
2024-08-21 01:55:00,8787.24,8787.95,8786.99,8787.77
2024-08-21 01:55:00,8787.88,8787.88,8786.95,8787.14
2024-08-21 01:55:00,8787.17,8787.78,8787.13,8787.48
2024-08-21 01:55:00,8787.54,8788.11,8787.03,8787.3
2024-08-21 01:55:00,8787.41,8787.99,8787.41,8787.91
2024-08-21 02:00:00,8788.43,8789.18,8788.16,8789.06
2024-08-21 02:00:00,8788.92,8788.93,8787.77,8788.32
2024-08-21 02:00:00,8788.44,8788.76,8788.06,8788.73
2024-08-21 02:00:00,8788.6,8788.6,8787.44,8787.53
2024-08-21 02:00:00,8787.19,8788.16,8786.91,8788.16
2024-08-21 02:00:00,8788.04,8788.06,8786.98,8787.02
2024-08-21 02:00:00,8787.06,8787.71,8786.59,8786.75
2024-08-21 02:00:00,8786.68,8787.49,8786.02,8786.23
2024-08-21 02:00:00,8786.27,8786.85,8785.52,8785.59
2024-08-21 02:00:00,8785.19,8785.19,8783.25,8783.25
2024-08-21 02:00:00,8783.43,8783.45,8782.79,8783.45
2024-08-21 02:05:00,8783.46,8783.65,8783.25,8783.32
2024-08-21 02:05:00,8783.29,8783.85,8783.03,8783.16
2024-08-21 02:05:00,8783.13,8783.63,8782.63,8782.86
2024-08-21 02:05:00,8782.94,8783.53,8782.65,8782.65
2024-08-21 02:05:00,8782.72,8783.24,8782.69,8782.86
2024-08-21 02:05:00,8783.22,8783.78,8783.01,8783.77
2024-08-21 02:05:00,8783.62,8783.77,8782.53,8783.03
2024-08-21 02:05:00,8782.93,8784.07,8782.62,8784.04
2024-08-21 02:05:00,8783.95,8784.58,8783.74,8783.74
2024-08-21 02:05:00,8783.5,8784.29,8783.3,8783.3
2024-08-21 02:05:00,8783.37,8783.46,8782.86,8782.86
2024-08-21 02:10:00,8782.74,8782.74,8781.94,8782.15
2024-08-21 02:10:00,8781.91,8782.9,8781.91,8782.87
2024-08-21 02:10:00,8783.19,8783.19,8781.39,8781.51
2024-08-21 02:10:00,8781.77,8782.89,8781.54,8781.81
2024-08-21 02:10:00,8781.95,8782.34,8781.55,8781.97
2024-08-21 02:10:00,8782.2,8783.22,8781.86,8783.1
2024-08-21 02:10:00,8783.21,8783.21,8781.87,8781.87
2024-08-21 02:10:00,8782.26,8783.33,8782.01,8783.29
2024-08-21 02:10:00,8783.35,8784.34,8783.27,8784.22
2024-08-21 02:10:00,8784.47,8785.84,8784.3,8785.83
2024-08-21 02:10:00,8785.97,8786.4,8785.73,8785.94
2024-08-21 02:15:00,8786.26,8786.76,8786.26,8786.54
2024-08-21 02:15:00,8786.75,8787.1,8786.45,8786.74
2024-08-21 02:15:00,8786.92,8786.92,8785.21,8785.26
2024-08-21 02:15:00,8785.52,8787.84,8785.35,8787.84
2024-08-21 02:15:00,8787.59,8788.0,8786.96,8788.0
2024-08-21 02:15:00,8787.9,8788.14,8787.4,8787.4
2024-08-21 02:15:00,8787.36,8788.74,8787.36,8788.07
2024-08-21 02:15:00,8788.11,8788.59,8787.69,8788.04
2024-08-21 02:15:00,8788.13,8788.13,8786.76,8787.2
2024-08-21 02:15:00,8787.06,8787.17,8786.59,8786.7
2024-08-21 02:15:00,8786.38,8786.66,8786.07,8786.56
2024-08-21 02:20:00,8786.48,8786.6,8786.09,8786.6
2024-08-21 02:20:00,8786.68,8787.21,8785.94,8786.47
2024-08-21 02:20:00,8786.34,8786.65,8786.23,8786.48
2024-08-21 03:00:00,8787.17,8787.75,8786.05,8786.23
2024-08-21 03:00:00,8786.14,8786.63,8785.4,8785.48
2024-08-21 03:00:00,8785.51,8785.51,8784.05,8784.24
2024-08-21 03:00:00,8784.21,8784.21,8782.81,8782.86
2024-08-21 03:05:00,8783.19,8783.68,8783.17,8783.68
2024-08-21 03:05:00,8783.72,8784.01,8783.28,8783.35
2024-08-21 03:05:00,8783.46,8783.46,8782.33,8782.69
2024-08-21 03:05:00,8782.07,8782.17,8780.95,8781.06
2024-08-21 03:05:00,8781.07,8781.32,8780.68,8780.68
2024-08-21 03:05:00,8780.44,8782.55,8780.44,8782.04
2024-08-21 03:05:00,8782.1,8782.73,8781.11,8781.11
2024-08-21 03:05:00,8781.21,8781.41,8780.95,8781.04
2024-08-21 03:05:00,8780.81,8781.52,8780.27,8780.56
2024-08-21 03:05:00,8780.54,8781.41,8780.48,8780.49
2024-08-21 03:05:00,8780.31,8781.14,8780.31,8780.66
2024-08-21 03:10:00,8780.74,8780.75,8780.22,8780.22
2024-08-21 03:10:00,8780.14,8780.39,8779.53,8780.15
2024-08-21 03:10:00,8780.12,8780.34,8779.6,8780.01
2024-08-21 03:10:00,8780.08,8780.79,8779.95,8779.95
2024-08-21 03:10:00,8780.38,8781.03,8779.55,8779.85
2024-08-21 03:10:00,8780.03,8780.03,8778.85,8779.54
2024-08-21 03:10:00,8779.82,8780.73,8779.82,8780.73
2024-08-21 03:10:00,8780.73,8780.89,8780.08,8780.4
2024-08-21 03:10:00,8780.38,8780.73,8779.42,8779.64
2024-08-21 03:10:00,8779.41,8779.56,8778.88,8779.3
2024-08-21 03:10:00,8779.3,8779.98,8779.14,8779.69
2024-08-21 03:15:00,8779.89,8780.18,8779.69,8779.96
2024-08-21 03:15:00,8779.96,8780.51,8779.64,8779.72
2024-08-21 03:15:00,8779.45,8779.63,8778.59,8778.88
2024-08-21 03:15:00,8778.85,8778.99,8778.36,8778.75
2024-08-21 03:15:00,8778.47,8779.17,8778.47,8778.86
2024-08-21 03:15:00,8779.29,8779.56,8778.31,8778.47
2024-08-21 03:15:00,8778.73,8779.43,8778.62,8779.13
2024-08-21 03:15:00,8779.3,8779.7,8779.01,8779.19
2024-08-21 03:15:00,8779.33,8780.61,8778.9,8780.61
2024-08-21 03:15:00,8780.52,8780.52,8779.61,8779.95
2024-08-21 03:15:00,8779.97,8781.47,8779.97,8781.14
2024-08-21 03:20:00,8781.37,8781.88,8781.37,8781.72
2024-08-21 03:20:00,8781.59,8782.08,8781.07,8781.58
2024-08-21 03:20:00,8781.77,8781.77,8780.42,8780.42
2024-08-21 03:20:00,8780.35,8780.38,8779.4,8779.4
2024-08-21 03:20:00,8779.5,8780.1,8779.43,8779.87
2024-08-21 03:20:00,8779.6,8779.68,8778.93,8779.16
2024-08-21 03:20:00,8779.3,8779.62,8779.05,8779.42
2024-08-21 03:20:00,8779.22,8779.65,8778.93,8779.13
2024-08-21 03:20:00,8779.18,8780.72,8779.16,8780.72
2024-08-21 03:20:00,8780.59,8781.07,8780.03,8781.07
2024-08-21 03:20:00,8781.13,8781.78,8781.13,8781.39
2024-08-21 03:25:00,8781.48,8781.76,8781.46,8781.76
2024-08-21 03:25:00,8781.79,8781.81,8780.75,8780.95
2024-08-21 03:25:00,8781.0,8782.85,8781.0,8782.42
2024-08-21 03:25:00,8782.31,8783.2,8782.04,8783.09
2024-08-21 03:25:00,8783.02,8783.52,8782.84,8782.92
2024-08-21 03:25:00,8782.9,8783.52,8782.62,8783.38
2024-08-21 03:25:00,8783.44,8784.35,8783.12,8783.89
2024-08-21 03:25:00,8783.87,8784.84,8783.51,8784.38
2024-08-21 03:25:00,8784.25,8785.33,8784.09,8784.72
2024-08-21 03:25:00,8784.1,8784.61,8783.56,8784.44
2024-08-21 03:25:00,8784.28,8785.56,8784.21,8784.91
2024-08-21 03:30:00,8784.88,8784.88,8784.52,8784.52
2024-08-21 03:30:00,8784.49,8785.97,8784.41,8785.85
2024-08-21 03:30:00,8785.56,8785.94,8785.0,8785.72
2024-08-21 03:30:00,8785.68,8786.49,8785.09,8785.41
2024-08-21 03:30:00,8785.44,8785.85,8785.23,8785.36
2024-08-21 03:30:00,8784.98,8785.59,8784.51,8785.57
2024-08-21 03:30:00,8785.47,8786.19,8785.34,8785.73
2024-08-21 03:30:00,8785.92,8785.92,8784.45,8784.94
2024-08-21 03:30:00,8785.02,8786.32,8785.02,8786.05
2024-08-21 03:30:00,8785.9,8786.53,8785.7,8785.7
2024-08-21 03:30:00,8785.68,8786.28,8785.53,8786.28
2024-08-21 03:35:00,8786.25,8786.39,8785.69,8785.76
2024-08-21 03:35:00,8785.76,8786.45,8785.23,8785.49
2024-08-21 03:35:00,8785.62,8786.24,8785.5,8786.14
2024-08-21 03:35:00,8786.35,8787.44,8786.13,8787.44
2024-08-21 03:35:00,8787.22,8789.72,8787.22,8789.59
2024-08-21 03:35:00,8789.59,8790.37,8789.47,8789.88
2024-08-21 03:35:00,8789.9,8790.6,8789.62,8790.25
2024-08-21 03:35:00,8790.41,8790.46,8789.59,8790.46
2024-08-21 03:35:00,8790.37,8790.51,8789.52,8789.97
2024-08-21 03:35:00,8790.04,8790.04,8788.34,8788.83
2024-08-21 03:35:00,8788.52,8788.61,8786.96,8786.96
2024-08-21 03:40:00,8786.91,8786.91,8786.53,8786.78
2024-08-21 03:40:00,8786.82,8787.35,8786.49,8786.56
2024-08-21 03:40:00,8786.33,8786.81,8785.87,8786.2
2024-08-21 03:40:00,8786.01,8786.92,8786.01,8786.92
2024-08-21 03:40:00,8787.35,8787.55,8786.31,8786.31
2024-08-21 03:40:00,8786.08,8786.08,8784.89,8785.31
2024-08-21 03:40:00,8785.14,8785.97,8784.85,8785.6
2024-08-21 03:40:00,8785.59,8785.62,8784.72,8785.32
2024-08-21 03:40:00,8785.4,8785.92,8785.22,8785.68
2024-08-21 03:40:00,8785.69,8786.89,8785.66,8786.02
2024-08-21 03:40:00,8786.36,8786.59,8786.18,8786.51
2024-08-21 03:45:00,8786.47,8786.47,8785.58,8785.58
2024-08-21 03:45:00,8785.84,8787.04,8785.84,8786.13
2024-08-21 03:45:00,8785.95,8786.0,8785.23,8785.37
2024-08-21 03:45:00,8785.15,8786.54,8785.15,8785.97
2024-08-21 03:45:00,8785.97,8787.37,8785.91,8787.37
2024-08-21 03:45:00,8787.31,8787.49,8786.85,8786.85
2024-08-21 03:45:00,8786.69,8787.8,8786.69,8787.51
2024-08-21 03:45:00,8787.54,8788.15,8787.54,8788.1
2024-08-21 03:45:00,8788.17,8788.31,8787.41,8787.41
2024-08-21 03:45:00,8787.2,8788.13,8786.73,8788.13
2024-08-21 03:45:00,8787.79,8788.89,8787.3,8788.8
2024-08-21 03:50:00,8788.66,8788.86,8788.24,8788.86
2024-08-21 03:50:00,8788.81,8789.01,8787.94,8787.94
2024-08-21 03:50:00,8787.91,8789.36,8787.91,8789.17
2024-08-21 03:50:00,8789.02,8789.26,8788.63,8789.0
2024-08-21 03:50:00,8788.89,8788.96,8788.11,8788.73
2024-08-21 03:50:00,8788.8,8788.89,8788.38,8788.87
2024-08-21 03:50:00,8789.12,8789.33,8787.71,8787.84
2024-08-21 03:50:00,8787.9,8788.97,8787.47,8788.62
2024-08-21 03:50:00,8788.41,8790.47,8788.29,8790.17
2024-08-21 03:50:00,8790.35,8791.73,8790.23,8791.73
2024-08-21 03:50:00,8791.97,8793.4,8791.79,8793.4
2024-08-21 03:55:00,8793.28,8793.78,8793.28,8793.78
2024-08-21 03:55:00,8793.73,8794.0,8793.0,8793.25
2024-08-21 03:55:00,8793.03,8793.4,8792.2,8792.2
2024-08-21 03:55:00,8792.41,8793.6,8792.03,8793.34
2024-08-21 03:55:00,8793.41,8795.06,8793.41,8794.48
2024-08-21 03:55:00,8794.63,8795.05,8794.2,8794.2
2024-08-21 03:55:00,8794.15,8795.09,8793.48,8795.09
2024-08-21 03:55:00,8794.87,8795.98,8794.85,8795.95
2024-08-21 03:55:00,8796.07,8796.28,8794.69,8795.26
2024-08-21 03:55:00,8795.31,8795.5,8794.95,8795.14
2024-08-21 03:55:00,8794.92,8795.17,8794.32,8794.32
2024-08-21 04:00:00,8794.45,8794.63,8794.42,8794.63
2024-08-21 04:00:00,8794.49,8794.74,8793.78,8794.74
2024-08-21 04:00:00,8794.94,8795.98,8794.86,8795.88
2024-08-21 04:00:00,8795.43,8796.35,8795.43,8796.35
2024-08-21 04:00:00,8796.1,8797.1,8795.84,8796.71
2024-08-21 04:00:00,8796.84,8797.54,8796.26,8797.19
2024-08-21 04:00:00,8797.3,8797.72,8796.94,8797.31
2024-08-21 04:00:00,8797.26,8798.02,8796.73,8797.77
2024-08-21 04:00:00,8797.81,8797.81,8796.29,8796.29
2024-08-21 04:00:00,8796.12,8796.43,8794.82,8794.82
2024-08-21 04:00:00,8795.04,8795.19,8794.62,8794.94
2024-08-21 04:05:00,8794.97,8794.97,8793.87,8793.87
2024-08-21 04:05:00,8794.13,8794.16,8792.47,8792.8
2024-08-21 04:05:00,8793.06,8793.54,8792.75,8793.39
2024-08-21 04:05:00,8793.33,8794.5,8793.33,8794.08
2024-08-21 04:05:00,8794.14,8794.85,8793.92,8794.75
2024-08-21 04:05:00,8794.91,8794.91,8793.22,8793.34
2024-08-21 04:05:00,8793.02,8793.55,8792.81,8793.02
2024-08-21 04:05:00,8792.82,8793.71,8792.79,8792.79
2024-08-21 04:05:00,8792.98,8793.0,8792.29,8792.6
2024-08-21 04:05:00,8792.61,8792.61,8791.47,8791.82
2024-08-21 04:05:00,8791.95,8792.89,8791.95,8792.89
2024-08-21 04:10:00,8792.98,8793.51,8792.66,8792.66
2024-08-21 04:10:00,8792.84,8793.36,8792.58,8793.14
2024-08-21 04:10:00,8793.01,8794.55,8792.9,8794.16
2024-08-21 04:10:00,8794.01,8794.45,8792.6,8792.6
2024-08-21 04:10:00,8792.68,8792.83,8791.56,8792.42
2024-08-21 04:10:00,8792.77,8793.33,8792.41,8792.58
2024-08-21 04:10:00,8793.02,8793.75,8792.96,8793.21
2024-08-21 04:10:00,8793.41,8793.91,8793.21,8793.65
2024-08-21 04:10:00,8793.75,8794.12,8793.52,8794.02
2024-08-21 04:10:00,8794.11,8794.8,8793.63,8793.86
2024-08-21 04:10:00,8794.0,8794.68,8793.96,8793.99
2024-08-21 04:15:00,8793.85,8793.98,8793.42,8793.88
2024-08-21 04:15:00,8793.95,8794.07,8793.53,8793.64
2024-08-21 04:15:00,8793.75,8793.94,8793.12,8793.61
2024-08-21 04:15:00,8793.52,8793.53,8792.49,8792.66
2024-08-21 04:15:00,8793.07,8794.39,8792.69,8793.88
2024-08-21 04:15:00,8793.93,8794.31,8793.48,8793.92
2024-08-21 04:15:00,8793.61,8794.73,8793.37,8793.6
2024-08-21 04:15:00,8793.72,8794.88,8793.72,8794.61
2024-08-21 04:15:00,8794.57,8795.17,8793.77,8793.77
2024-08-21 04:15:00,8793.64,8793.73,8791.89,8792.42
2024-08-21 04:15:00,8792.4,8792.97,8792.36,8792.67
2024-08-21 04:20:00,8792.85,8793.1,8791.79,8791.87
2024-08-21 04:20:00,8791.83,8791.93,8791.03,8791.11
2024-08-21 04:20:00,8790.92,8791.23,8790.19,8791.23
2024-08-21 04:20:00,8791.65,8792.05,8791.01,8791.69
2024-08-21 04:20:00,8791.52,8792.57,8791.43,8791.65
2024-08-21 04:20:00,8791.84,8792.21,8790.86,8791.12
2024-08-21 04:20:00,8791.23,8792.49,8791.23,8791.83
2024-08-21 04:20:00,8791.62,8791.94,8790.82,8791.0
2024-08-21 04:20:00,8791.11,8792.02,8791.11,8791.47
2024-08-21 04:20:00,8791.74,8792.05,8791.26,8791.26
2024-08-21 04:20:00,8791.11,8791.49,8790.5,8791.25
2024-08-21 04:25:00,8791.3,8791.84,8791.17,8791.84
2024-08-21 04:25:00,8791.63,8792.88,8791.63,8792.88
2024-08-21 04:25:00,8793.24,8794.0,8792.6,8793.74
2024-08-21 04:25:00,8793.67,8795.97,8793.63,8795.97
2024-08-21 04:25:00,8795.92,8796.06,8794.77,8794.82
2024-08-21 04:25:00,8794.99,8795.33,8794.31,8795.33
2024-08-21 04:25:00,8795.23,8796.36,8795.23,8796.27
2024-08-21 04:25:00,8796.39,8797.07,8795.98,8796.61
2024-08-21 04:25:00,8797.17,8797.75,8796.75,8797.62
2024-08-21 04:25:00,8797.66,8798.12,8797.25,8797.37
2024-08-21 04:25:00,8797.3,8797.6,8797.11,8797.22
2024-08-21 04:30:00,8797.36,8797.41,8796.06,8796.06
2024-08-21 04:30:00,8796.29,8797.65,8796.06,8796.94
2024-08-21 04:30:00,8797.21,8797.21,8795.64,8795.64
2024-08-21 04:30:00,8795.49,8796.29,8795.46,8795.49
2024-08-21 04:30:00,8795.61,8795.84,8794.78,8794.78
2024-08-21 04:30:00,8794.5,8795.66,8794.36,8794.36
2024-08-21 04:30:00,8794.41,8795.12,8794.31,8795.04
2024-08-21 04:30:00,8794.86,8794.86,8793.9,8793.95
2024-08-21 04:30:00,8794.08,8794.3,8793.04,8793.07
2024-08-21 04:30:00,8793.07,8793.07,8792.24,8792.25
2024-08-21 04:30:00,8792.57,8792.76,8792.32,8792.76
2024-08-21 04:35:00,8792.73,8792.92,8792.53,8792.92
2024-08-21 04:35:00,8793.05,8793.83,8792.72,8793.29
2024-08-21 04:35:00,8792.87,8794.78,8792.87,8794.66
2024-08-21 04:35:00,8795.04,8795.3,8794.69,8794.87
2024-08-21 04:35:00,8794.82,8796.29,8794.45,8795.56
2024-08-21 04:35:00,8795.26,8795.26,8793.64,8793.9
2024-08-21 04:35:00,8793.83,8794.14,8793.39,8793.39
2024-08-21 04:35:00,8793.4,8793.89,8792.78,8793.89
2024-08-21 04:35:00,8793.57,8793.67,8792.89,8792.9
2024-08-21 04:35:00,8793.09,8793.63,8792.68,8793.31
2024-08-21 04:35:00,8793.26,8793.38,8792.42,8792.57
2024-08-21 04:40:00,8792.28,8792.28,8791.37,8791.37
2024-08-21 04:40:00,8791.24,8792.19,8791.17,8792.04
2024-08-21 04:40:00,8791.85,8793.1,8791.5,8792.02
2024-08-21 04:40:00,8792.01,8793.26,8792.01,8792.93
2024-08-21 04:40:00,8792.98,8793.57,8792.5,8793.42
2024-08-21 04:40:00,8793.64,8794.15,8792.08,8792.08
2024-08-21 04:40:00,8792.25,8793.77,8792.03,8793.56
2024-08-21 04:40:00,8793.68,8794.05,8793.11,8793.21
2024-08-21 04:40:00,8793.23,8794.32,8792.93,8794.32
2024-08-21 04:40:00,8793.96,8794.4,8793.75,8794.1
2024-08-21 04:40:00,8793.98,8794.15,8793.21,8793.31
2024-08-21 04:45:00,8793.36,8793.49,8792.7,8792.75
2024-08-21 04:45:00,8792.76,8793.53,8792.44,8792.9
2024-08-21 04:45:00,8792.87,8793.12,8791.49,8791.59
2024-08-21 04:45:00,8791.78,8792.69,8791.68,8792.69
2024-08-21 04:45:00,8793.22,8794.03,8792.91,8793.52
2024-08-21 04:45:00,8793.36,8793.43,8792.4,8792.4
2024-08-21 04:45:00,8792.56,8793.51,8792.48,8792.93
2024-08-21 04:45:00,8792.73,8794.09,8792.67,8794.09
2024-08-21 04:45:00,8794.05,8794.11,8792.73,8793.18
2024-08-21 04:45:00,8792.98,8794.51,8792.91,8794.26
2024-08-21 04:45:00,8793.98,8794.12,8793.65,8793.72
2024-08-21 04:50:00,8793.69,8794.11,8793.66,8793.79
2024-08-21 04:50:00,8793.63,8795.22,8793.54,8795.22
2024-08-21 04:50:00,8795.38,8795.44,8794.53,8794.53
2024-08-21 04:50:00,8794.95,8795.13,8794.66,8795.01
2024-08-21 04:50:00,8794.99,8795.8,8794.51,8795.8
2024-08-21 04:50:00,8795.48,8796.85,8795.46,8796.65
2024-08-21 04:50:00,8797.06,8798.55,8797.03,8797.9
2024-08-21 04:50:00,8797.78,8797.78,8795.81,8796.16
2024-08-21 04:50:00,8795.96,8796.58,8795.52,8796.48
2024-08-21 04:50:00,8796.45,8798.05,8796.45,8797.4
2024-08-21 04:50:00,8797.44,8797.91,8797.1,8797.1
2024-08-21 04:55:00,8797.02,8797.16,8796.52,8796.85
2024-08-21 04:55:00,8796.85,8797.29,8796.23,8797.29
2024-08-21 04:55:00,8796.97,8797.57,8796.5,8797.3
2024-08-21 04:55:00,8796.83,8797.05,8796.45,8796.97
2024-08-21 04:55:00,8796.97,8798.01,8796.84,8797.58
2024-08-21 04:55:00,8797.72,8797.88,8797.05,8797.8
2024-08-21 04:55:00,8797.71,8797.96,8797.12,8797.34
2024-08-21 04:55:00,8797.39,8798.03,8797.05,8797.91
2024-08-21 04:55:00,8798.2,8798.81,8796.95,8796.95
2024-08-21 04:55:00,8796.59,8797.72,8796.25,8796.51
2024-08-21 04:55:00,8796.43,8796.43,8795.48,8795.48
2024-08-21 05:00:00,8795.36,8795.51,8795.09,8795.51
2024-08-21 05:00:00,8795.55,8796.46,8795.31,8795.31
2024-08-21 05:00:00,8795.06,8796.4,8794.95,8796.31
2024-08-21 05:00:00,8796.17,8797.08,8795.83,8796.41
2024-08-21 05:00:00,8796.46,8796.96,8796.14,8796.66
2024-08-21 05:00:00,8796.46,8796.53,8795.72,8796.03
2024-08-21 05:00:00,8795.87,8797.36,8795.82,8797.36
2024-08-21 05:00:00,8797.56,8798.5,8797.32,8798.5
2024-08-21 05:00:00,8798.71,8799.72,8798.16,8799.63
2024-08-21 05:00:00,8799.8,8800.17,8799.24,8799.65
2024-08-21 05:00:00,8799.55,8799.9,8799.25,8799.9
2024-08-21 05:05:00,8799.98,8800.06,8799.12,8799.3
2024-08-21 05:05:00,8799.77,8800.55,8799.77,8800.55
2024-08-21 05:05:00,8800.19,8800.31,8798.82,8798.99
2024-08-21 05:05:00,8799.17,8800.31,8799.17,8800.31
2024-08-21 05:05:00,8800.33,8801.64,8800.1,8801.59
2024-08-21 05:05:00,8801.61,8802.62,8801.61,8801.79
2024-08-21 05:05:00,8801.86,8802.24,8801.71,8801.77
2024-08-21 05:05:00,8801.74,8803.38,8801.74,8803.11
2024-08-21 05:05:00,8803.36,8804.03,8802.96,8803.68
2024-08-21 05:05:00,8803.45,8804.31,8803.26,8803.6
2024-08-21 05:05:00,8803.93,8804.07,8803.5,8803.63
2024-08-21 05:10:00,8803.64,8803.74,8803.2,8803.2
2024-08-21 05:10:00,8803.15,8803.9,8803.0,8803.88
2024-08-21 05:10:00,8803.98,8804.49,8802.85,8803.31
2024-08-21 05:10:00,8803.34,8804.42,8803.14,8803.94
2024-08-21 05:10:00,8803.47,8803.8,8802.49,8802.49
2024-08-21 05:10:00,8802.4,8802.4,8801.18,8801.26
2024-08-21 05:10:00,8801.29,8801.52,8800.63,8801.51
2024-08-21 05:10:00,8801.92,8802.09,8800.67,8800.82
2024-08-21 05:10:00,8801.03,8801.03,8800.03,8800.27
2024-08-21 05:10:00,8800.18,8801.06,8800.18,8800.63
2024-08-21 05:10:00,8800.86,8800.98,8799.94,8799.94
